A,A_pv,T_h,tau
9.46830774382679,15.41083943355336,389.3439167964553,518.4208174356183
1.8547862963416748,29.366181142555654,385.44558807961414,571.6385831661723
2.2348726859661134,15.710034385284745,369.83192096930327,656.0589933091611
8.011289344903442,25.39180194504158,372.73656795309324,236.34323307086612
7.011349614577349,5.659248658708559,388.10524687970326,478.9986394732389
9.290582688956187,13.217675171376577,393.82792097579613,635.8726727933187
9.517895167226133,9.060606404151157,373.66884014908135,126.28225947233727
2.5280423111565353,21.75927278430382,384.7904862363127,680.505839460526
4.449244011147302,13.631952356906591,373.7822324510323,213.6828154505714
2.255120859757282,16.368328081874278,364.07637396203535,501.8883968095062
5.696101491370103,25.649633097503774,383.01060408009,287.41998482922463
10.121309775626251,24.92387329491685,370.499135161207,272.9968623581465
8.443949644519725,7.633564573842055,362.99632809900436,104.41736185060331
9.61355302802395,21.286122271392834,383.20661514505343,568.4374186131807
5.939856686029407,18.787271094775235,360.5918799251063,168.71804412158406
8.286113172053282,16.248501359721445,377.60944425924754,558.9993144496153
7.9088451840066165,18.393064417107894,377.3682864298165,282.3700588375673
1.1451597471609214,15.354652120041422,363.5833869127812,345.1171862347817
10.35811442060346,10.082426632498859,357.33210966756263,268.83033521319794
4.088250086986856,21.209829382899272,377.28128609365115,570.3389254638481
8.24031165166674,14.566058397441834,387.56081538664137,200.18375194462234
1.0543752190992373,6.341244380166685,383.894374023858,377.12633815083245
2.60624392517634,17.02716415268745,361.0924841085267,517.7922250466416
5.796950286429143,13.906551878508544,367.06048356591504,478.16955587133305
4.852301238197972,6.278897902218626,359.7202360848206,677.1385987297087
10.976103735925198,22.192385479079487,365.63479845838077,681.5058264086343
9.5220101244169,22.639144918133887,372.97446008575156,263.3449371070954
1.879578776119192,27.467662310139882,373.23105159334443,221.4180188771382
4.226714190487308,19.059708792489296,362.07091131756926,613.9685704554253
9.295418734154353,22.706036854724356,372.28372159100417,476.3853044214659
7.341897251822638,20.89601164042532,358.3777728455956,349.4844413023658
1.2660787472531958,16.843761300357492,368.1944484933114,186.71451331962814
1.9581132384925783,19.278758876620515,361.82371874147543,655.0720710260783
7.307884764644423,13.018614917905763,378.63661965925667,113.6823226178185
11.535863188304187,16.539889360515406,386.30940909001146,149.63799995346315
6.2505733053873955,16.758381853217543,392.5130581989993,443.03683142564523
6.103081291837882,10.941367240389233,368.2627598937021,412.4034414829227
5.715808355416522,4.561914076888591,388.0516769677743,637.6964631038601
2.3707897967844405,18.404939732015286,359.34302964541774,503.344055823887
3.949818378996893,21.144988501989445,384.07978457147533,561.1884951505942
2.0066985947060414,27.816307973577807,364.2085596357952,122.44753370570787
7.014347657184613,13.643979380423408,388.1915897252965,584.9508832385811
4.351955599614412,28.77538427181337,366.63671352560476,409.0342775390287
3.666809014357151,28.337132821273045,361.5843127032807,126.94637163539738
5.673087072034025,29.801764665451763,390.66709065019654,549.1648116741695
10.776875897839478,27.229612632144445,375.75433441545795,289.55743109847583
9.446539239643066,21.203192842361787,369.9463091549484,156.68000083690916
9.164043647109091,10.823973413994482,392.4725260213512,244.58234500341086
2.1748888430086435,25.60892947524756,361.1313726649798,207.56098489464347
7.513087265033446,26.738613061774075,362.85738662858296,286.1942037400569
9.506934188301189,29.26748707758515,375.02964744809367,186.33850153075048
0.9560864223318574,9.971056779970237,360.27288871146084,506.5952041677145
2.1645240518395488,17.164578222136456,382.77049742571546,448.6699655325414
3.0374872985926453,24.90723768073883,383.6162851846321,543.3904023493251
2.2678468174419084,7.21759889490896,392.10250204026033,338.5469162949644
4.170625347946525,16.703185179139865,381.5145685105433,673.373954228182
4.008197741079016,28.045019162112705,355.99437965545025,433.1188253960948
7.900521250828152,6.753332497519586,360.6135838825565,351.4685915897823
11.621797416003636,19.497106384093694,392.32092886400847,582.6165493677825
6.034673937419265,24.403849680556874,355.7134713590795,165.48639805944094
10.089600486686647,24.717244296454204,364.30562967865734,418.4617543594321
7.587377191840122,26.561212798176292,379.124286293549,347.5429415642082
4.990861286160446,15.072934245711258,381.07724102319895,620.494379051395
5.883645079254556,10.443828636735311,364.4664945199032,547.6085681460679
9.945570150347796,6.737230076207249,357.66235427820715,456.6601982538711
2.4371403349582206,25.441268951864874,367.413386956963,186.3231597826856
11.114869291859442,8.303824791117233,366.3888032935174,192.16803711523517
2.0934887130519755,4.549848424747441,357.2158163665704,204.7848825615116
1.3978776454243644,19.36973921888525,382.2285810719803,336.17827409921694
4.361500285862953,17.11768216257798,390.0001976893843,610.6789760933236
1.2869206945432698,8.718958649509627,364.46979484417585,249.6325454993271
7.197805699519054,14.822823068282998,356.97016479710373,324.168483075743
6.666033025637536,6.643469475496615,388.3383421515424,131.17711987906256
11.158228933002295,6.576941681076763,388.74299806391014,641.5918863565703
11.771191622569837,24.85267288711343,386.17910163085315,485.4899655973286
9.524759171275045,7.498357418741824,376.4427214379055,408.5337221142487
10.404808014172644,16.03278350543141,370.40357984401413,483.73796274226606
3.7843891560094756,7.633978684802878,374.11509096094983,350.133621156931
3.404783333923385,13.555307062993329,369.6556979930499,296.4973386475273
5.049997692941604,21.82932698185458,366.8750589828514,669.3147560292042
11.063097818827593,16.503671135802044,368.13444820018753,421.2608738980019
10.303877474264596,20.967270854562653,387.1756731178831,419.6333656394441
7.888677447797352,11.492045968744005,384.39572649241165,221.442755875431
8.58173904276718,26.378695776473247,360.28411349206175,468.6278443251519
1.8650723801752676,22.8686063350571,358.3797287529408,661.5638936203757
2.3389688164233844,28.93088639363609,387.0353670434039,456.20920267981245
9.565389971850925,24.67298581356023,392.8410825126932,252.0300123035123
7.408850028013062,6.471279136674432,379.6466280009648,202.7747824556733
7.127446848491348,18.883193364880093,373.6394061192491,413.5790653078737
9.355941968073784,24.780362629313732,374.68612862301717,459.7560649135674
11.22984583972914,7.113073301029193,359.6841426360044,152.62540714646104
8.168068792453912,14.883815820549867,385.97285664567374,502.73884798515553
4.5367428932762675,27.35753023139993,385.5012858828261,262.3209645461054
4.878950599047005,12.175439485310836,361.304465945,188.670023525315
11.284627589808334,15.385504967167584,370.3327929110964,537.8114252064267
6.993522330832478,28.339639657800017,386.2120597563757,387.6217384747242
5.015226102985253,29.65242016803237,383.7104094401457,670.7167960023047
2.126960064830863,26.113875658960346,380.4829553596483,173.15300700106755
7.388489599655271,21.838505492741668,355.4921074355441,372.59077710504795
10.044474525398797,11.679334658946336,373.34192327194205,365.38847624073594
4.181586784155906,27.87948928340441,386.25176141726064,166.3530465976663
11.966788167780818,26.859200632001375,366.3563375145616,602.1379477965629
1.9918987569594881,29.976722992330206,381.6273894442615,490.0750093352782
1.8129361422222867,27.322868371312257,356.1599801281788,244.49683482468822
2.4018450018663122,24.19596645799768,362.9281690885159,646.3829362785311
8.15021324046789,4.940230472862101,355.21719336514803,130.99475020863935
7.5863619896545496,24.838527082344797,364.54211282509556,609.6453057538438
1.4409977297165164,24.82506019468358,392.1118172068912,563.2650394626284
8.618952780560736,25.78748568503996,356.6060519818827,221.06926643143322
2.1991452082232024,17.117805745017648,384.8075251331538,478.0071067458392
10.332668317333672,8.035537803468362,384.3848436774065,215.82489452134246
3.832498014759363,22.4575221293139,394.20819139594727,466.9261635862417
1.4104035279025107,20.024033218115854,356.69402206320666,630.4874268200903
8.747276793126952,8.501324006985083,358.6688402329679,210.11993732819138
11.776304411006956,15.922576703920736,386.3632379336563,481.8450052646661
7.211027279536737,7.7733866212912925,392.8409781423238,280.80557950883076
7.2737928170444714,22.19417455931572,380.9693262098124,664.3566458173111
2.4625166871046495,17.217171199620495,371.16137562963064,384.50123768957087
2.1352362934147395,7.486459856691899,366.1230218312503,282.8227622564988
5.592515993231119,19.885676222952334,380.3851646967305,347.08653795134217
5.378370825601407,9.658341694121011,378.53224993636036,290.22454679034274
1.2038701439064734,14.87840114807837,373.9653070036068,235.3557209225266
7.211528850967695,18.710069411229945,383.08008724441487,488.76908932072604
8.107250233035554,12.221567947425122,386.49728887943814,429.48663015980765
5.631883786014769,20.276324504467485,369.4262933780102,407.6435467640549
9.051103711000868,27.0464750548164,391.84228789180764,402.1797551098595
6.627081285094373,24.79663067985975,367.57802766976806,602.4294174070412
6.334386440995142,7.012274832716978,357.8823658829177,605.1959266236779
1.4223606693570325,11.295897339475054,368.36520162006184,203.79666711495628
4.315605741782279,23.310006734852227,355.58731374240284,596.3040547124119
10.393337864035052,13.678800902980253,361.1445159624254,460.50424476704853
2.1403326256868165,13.487903388034566,393.3371672360389,697.2786835501822
9.447574783171358,12.084999257939922,382.5066019666437,523.2438192904076
5.1438269858328765,20.663104499240145,355.42910579902707,225.43459516134487
6.680988993233324,8.257533910715694,361.63627471506135,601.7825743301428
11.878289630056381,18.455205128739657,388.56278923526855,694.1929985957636
2.3858739519702765,15.654385944613129,370.70290863367677,148.02957018771102
9.259697935301139,15.278254710387419,373.77307736761605,190.40378428794412
2.8263785049857226,27.58469417606159,356.78596355897116,239.71137096622374
4.071064499522717,16.745136102441247,378.45780692059185,395.9739855103999
1.7420917470370787,10.335353805448552,388.7435353905016,482.5532202870754
8.070469361503873,21.425284639135228,385.5161207615812,134.8650890328684
4.9060139112452585,18.027713316803645,368.538259331893,606.6873239723119
6.204812096177692,23.98431732594386,389.0806206752468,402.87488974209884
10.98698513135912,19.265222453961496,389.01097195334887,304.3544773549146
6.386749935552634,17.81668706611902,359.1991886358428,339.13150402092435
11.074181932578773,20.4016382494833,362.1002632974787,303.313381365763
2.9459537082222376,4.645401426762886,392.09841834016106,368.92439695412287
4.244392811112805,19.56040698050115,355.2925782517206,266.8132639604883
8.673974815827597,20.478014099800838,394.27223790170143,472.2146257948264
6.148065784630607,23.7972466427842,391.13311487856214,532.4175680310109
11.587965703753051,24.332134439192608,389.67205753047705,168.4624427101823
9.003031233530423,15.442306187711583,377.124152096451,492.46144568941406
11.661929307102378,29.59903011722224,366.5291298195162,540.2520984627497
9.19981562487501,13.008814394139268,359.95479099456884,124.56817617143186
9.5062430283268,16.732193287239554,394.42160677979706,378.9840737161918
11.752670165627011,14.700976057045557,386.7472860223989,150.89156338709924
7.021171153542955,24.85355446162883,391.9880666887955,593.549854370459
1.2140721446531513,13.690260873975088,356.9479388925541,165.5693746687348
8.363423041075821,22.544713104104154,385.94882731006504,619.2739288333977
9.081632446936911,24.82266139477243,356.95854839293116,240.72109026477915
7.765255061802752,26.311257920245403,355.18000499758637,408.7776052698099
8.385618872881249,4.769789517343943,371.05422230213554,637.3809288302181
8.322063459185618,10.17911744737553,389.1112451852765,308.8188540457086
10.357460316813466,11.772534929091544,378.61281003532594,338.16404064870045
3.8780405684567505,27.0504966164686,362.50374727757963,150.88695474145786
4.6295817117113955,22.658617838680755,387.2972642390513,699.2460220400588
4.119255038525047,14.606490729413336,360.47285112118504,444.92315777382015
11.972896417344673,22.222906263137123,378.80851361653487,335.42145575307643
11.051346115198214,16.919831499389083,360.37467653252247,319.22707791948005
1.5522666910949892,9.25145497990832,355.7067512399965,371.96794990009806
7.9068509674601275,12.925604021851601,371.81527086021106,675.5255637067455
9.221986961639054,18.062272560568733,366.381635004473,638.1980792637971
3.4330877090633862,12.458910993433603,391.36259257691796,417.72523317104344
9.113961033481338,19.35936464825792,381.1375683603798,279.62997490889535
3.5033670902186245,12.384801026385297,361.2176625633369,624.5886191744844
3.972365652401278,18.598724254773998,386.678977005655,570.2944656254281
5.70992609614296,16.382690023254867,394.788069957401,504.75848618741446
9.923950562920286,27.46640319970003,386.5035934491736,211.10760697214056
7.096312217860808,6.649248090178167,381.11688506255996,673.2096569126866
6.542599120161246,15.257284814561947,356.4337100567265,675.8647133975322
1.9536300622577782,5.06805642592602,364.8426644601975,139.31826035102944
5.8973198350117375,17.418282832684923,367.50279796114336,130.57628954493163
2.049924124391339,13.997113827738131,357.4211380330614,518.913835365948
3.1186300650778938,11.8538607883746,370.7650310871239,349.9657798414887
0.818599925957766,6.913829645966136,389.5105825496351,100.73983750714488
6.4914743851042,16.72705216918741,368.3237664404255,358.7962120878698
9.542508740297745,25.87129636158887,365.41394173661,293.4942645806379
3.515807953917326,16.47644841432769,382.33033430635254,236.95172527805232
4.504240311014507,28.190000057317913,356.9427715938783,376.46176314373974
8.76945006588391,7.9118043004943255,356.8949608002193,182.92322298311845
11.090819767543648,4.240754327349209,362.5328789924541,118.77010774098673
2.0390500366966764,20.123881452335702,364.6655563495634,441.52723025840606
7.410188286980612,26.085318660334256,355.18965571647493,612.02167560542
7.734133767982108,8.231330638728897,385.91749552541137,613.2949250743515
